,Shares,Value,URL,Text,Insider,Position,Transaction,Start Date,Ownership,Ticker
2,684000,1271898.0,,Acquisition at price 1.86 per share.,Gui (Sheng Yue),Chief Executive Officer,,2024-12-02,D,0175.HK
3,849000,1579819.0,,Acquisition at price 1.86 per share.,Li (Dong Hui),Director (Executive),,2024-12-02,D,0175.HK
0,164883,71575.0,,Sale at price 0.43 per share.,Zhu (Shunyan),Chairman of the Board,,2024-06-18,D,0241.HK
1,75125,,,,Tu (Yanwu),Chief Financial Officer,,2024-06-15,D,0241.HK
2,331176,,,,Zhu (Shunyan),Chairman of the Board,,2024-06-15,D,0241.HK
3,270225,,,,Shen (Difan),Chief Executive Officer,,2024-06-15,D,0241.HK
4,192500,,,,Tu (Yanwu),Chief Financial Officer,,2023-09-15,D,0241.HK
5,17575,11091.0,,Sale at price 0.63 per share.,Tu (Yanwu),Chief Financial Officer,,2023-06-19,D,0241.HK
6,118979,75087.0,,Sale at price 0.63 per share.,Zhu (Shunyan),Chief Executive Officer,,2023-06-19,D,0241.HK
7,66582,42019.0,,Sale at price 0.63 per share.,Shen (Difan),Director (Executive),,2023-06-19,D,0241.HK
8,125000,,,,Shen (Difan),Director (Executive),,2023-06-15,D,0241.HK
9,139950,,,,Shen (Difan),Director (Executive),,2023-06-15,D,0241.HK
10,38500,,,,Tu (Yanwu),Chief Financial Officer,,2023-06-15,D,0241.HK
11,49550,,,,Tu (Yanwu),Chief Financial Officer,,2023-06-15,D,0241.HK
12,239092,,,,Zhu (Shunyan),Chief Executive Officer,,2023-06-15,D,0241.HK
0,29000,25920.0,,Acquisition at price 0.89 per share.,Liu (Zhengjun),Director (Executive),,2024-06-27,D,0267.HK
1,42000,40609.0,,Acquisition at price 0.97 per share.,Zhang (Wenwu),President,,2024-06-26,D,0267.HK
2,44000,42420.0,,Acquisition at price 0.96 per share.,Zhang (Wenwu),President,,2024-06-25,D,0267.HK
3,26000,24837.0,,Acquisition at price 0.96 per share.,Zhang (Wenwu),President,,2024-06-24,D,0267.HK
4,13000,13516.0,,Acquisition at price 1.04 per share.,Wang (Guoquan),Director (Executive),,2024-06-06,D,0267.HK
5,43000,44651.0,,Acquisition at price 1.04 per share.,Xi (Guo Hua),Chairman of the Board,,2024-06-06,D,0267.HK
6,13000,13386.0,,Acquisition at price 1.03 per share.,Wang (Guoquan),Director (Executive),,2024-05-30,D,0267.HK
7,43000,44079.0,,Acquisition at price 1.03 per share.,Xi (Guo Hua),Chairman of the Board,,2024-05-30,D,0267.HK
8,13000,13971.0,,Acquisition at price 1.07 per share.,Wang (Guoquan),Director (Executive),,2024-05-27,D,0267.HK
9,44000,47286.0,,Acquisition at price 1.07 per share.,Xi (Guo Hua),Chairman of the Board,,2024-05-27,D,0267.HK
0,169000,591652.0,,Acquisition at price 3.50 per share.,Jiang (Xiang-rong),Director (Executive),,2024-09-04,D,0285.HK
0,34007500,,,,Pudwill (Horst Julius),Chairman of the Board,,2024-12-31,D,0669.HK
1,5000,65777.0,,Acquisition at price 13.16 per share.,Getz (Robert H),Independent Non-Executive Director,,2024-12-30,D,0669.HK
2,40000,186872.0,,Conversion at price 4.67 per share.,Hesse (Johannes-Gerhard),Independent Non-Executive Director,,2024-12-23,D,0669.HK
3,12500,,,,Hesse (Johannes-Gerhard),Independent Non-Executive Director,,2024-12-22,D,0669.HK
4,12500,,,,Kracht (Caroline Christina),Independent Non-Executive Director,,2024-12-22,D,0669.HK
5,12500,,,,Sullivan (Peter David),Independent Non-Executive Director,,2024-12-22,D,0669.HK
6,34007500,,,,Pudwill (Stephan Horst),Director (Executive),,2024-12-06,D,0669.HK
7,5000,58931.0,,Acquisition at price 11.79 per share.,Getz (Robert H),Independent Non-Executive Director,,2024-06-21,D,0669.HK
8,58500,743160.0,,Acquisition at price 12.70 per share.,Pudwill (Horst Julius),Chairman of the Board,,2024-05-23,D,0669.HK
9,91500,1197991.0,,Acquisition at price 13.09 per share.,Pudwill (Horst Julius),Chairman of the Board,,2024-05-21,D,0669.HK
10,12500,,,,Hesse (Johannes-Gerhard),Independent Non-Executive Director,,2024-05-02,D,0669.HK
11,100000,1311560.0,,Sale at price 13.12 per share.,Jojo (Camille),Director (Executive),,2024-03-15,D,0669.HK
12,100000,1312150.0,,Acquisition at price 13.12 per share.,Pudwill (Horst Julius),Chairman of the Board,,2024-03-15,D,0669.HK
13,750000,2071200.0,,Conversion at price 2.76 per share.,Pudwill (Stephan Horst),Director (Executive),,2024-03-15,D,0669.HK
14,150000,1965750.0,,Sale at price 13.10 per share.,Pudwill (Stephan Horst),Director (Executive),,2024-03-15,D,0669.HK
15,225000,2891430.0,,Sale at price 12.85 per share.,Pudwill (Stephan Horst),Director (Executive),,2024-03-14,D,0669.HK
16,375000,4760475.0,,Sale at price 12.69 per share.,Pudwill (Stephan Horst),Director (Executive),,2024-03-13,D,0669.HK
17,150000,,,,Pudwill (Horst Julius),Chairman of the Board,,2023-12-30,D,0669.HK
18,25000,,,,Pudwill (Stephan Horst),Director (Executive),,2023-12-30,D,0669.HK
19,25000,,,,Chan (Chi Chung CPA),Director (Executive),,2023-12-30,D,0669.HK
20,25000,,,,Chan (Kin Wah Patrick),Director (Executive),,2023-12-30,D,0669.HK
21,110000,1072247.0,,Acquisition at price 9.75 per share.,Galli (Joseph G Jr),Chief Executive Officer,,2023-08-25,D,0669.HK
22,250000,2599000.0,,Acquisition at price 10.40 per share.,Pudwill (Horst Julius),Chairman of the Board,,2023-08-16,D,0669.HK
23,5000,51386.0,,Acquisition at price 10.28 per share.,Getz (Robert H),Independent Non-Executive Director,,2023-08-11,D,0669.HK
24,30000,311406.0,,Acquisition at price 10.38 per share.,Pudwill (Horst Julius),Chairman of the Board,,2023-07-07,D,0669.HK
0,1894,,,,Li (Dong Sheng Thomas),Independent Non-Executive Director,,2025-03-30,D,0700.HK
1,3786,,,,Stone (Ian Charles),Independent Non-Executive Director,,2025-03-30,D,0700.HK
2,3384,,,,Yang (Siu Shun),Independent Non-Executive Director,,2025-03-30,D,0700.HK
3,1894,,,,Ke (Yang),Independent Non-Executive Director,,2025-03-30,D,0700.HK
4,2362,,,,Ke (Yang),Independent Non-Executive Director,,2025-03-24,D,0700.HK
5,2362,,,,Li (Dong Sheng Thomas),Independent Non-Executive Director,,2025-03-24,D,0700.HK
6,4725,,,,Stone (Ian Charles),Independent Non-Executive Director,,2025-03-24,D,0700.HK
7,4200,,,,Yang (Siu Shun),Independent Non-Executive Director,,2025-03-24,D,0700.HK
8,4427,228157.0,,Sale at price 51.54 per share.,Zhang (Xiulan),Independent Non-Executive Director,,2024-11-14,D,0700.HK
9,30000,1717797.0,,Sale at price 57.26 per share.,Stone (Ian Charles),Independent Non-Executive Director,,2024-10-10,D,0700.HK
10,1678,,,,Zhang (Xiulan),Independent Non-Executive Director,,2024-08-18,D,0700.HK
11,25000,1181337.0,,Sale at price 47.25 per share.,Stone (Ian Charles),Independent Non-Executive Director,,2024-08-15,D,0700.HK
12,16000,813822.0,,Sale at price 50.86 per share.,Yang (Siu Shun),Independent Non-Executive Director,,2024-05-16,D,0700.HK
13,5499,,,,Stone (Ian Charles),Independent Non-Executive Director,,2024-04-15,D,0700.HK
14,4888,,,,Yang (Siu Shun),Independent Non-Executive Director,,2024-04-15,D,0700.HK
15,2749,,,,Zhang (Xiulan),Independent Non-Executive Director,,2024-04-15,D,0700.HK
16,2749,,,,Ke (Yang),Independent Non-Executive Director,,2024-04-15,D,0700.HK
17,2749,,,,Li (Dong Sheng Thomas),Independent Non-Executive Director,,2024-04-15,D,0700.HK
18,1892,,,,Ke (Yang),Independent Non-Executive Director,,2024-03-30,D,0700.HK
19,1892,,,,Li (Dong Sheng Thomas),Independent Non-Executive Director,,2024-03-30,D,0700.HK
20,3785,,,,Stone (Ian Charles),Independent Non-Executive Director,,2024-03-30,D,0700.HK
21,3378,,,,Yang (Siu Shun),Independent Non-Executive Director,,2024-03-30,D,0700.HK
22,4725,,,,Stone (Ian Charles),Independent Non-Executive Director,,2024-03-24,D,0700.HK
23,4200,,,,Yang (Siu Shun),Independent Non-Executive Director,,2024-03-24,D,0700.HK
24,2362,,,,Ke (Yang),Independent Non-Executive Director,,2024-03-24,D,0700.HK
25,2362,,,,Li (Dong Sheng Thomas),Independent Non-Executive Director,,2024-03-24,D,0700.HK
26,14000,523762.0,,Sale at price 37.41 per share.,Stone (Ian Charles),Independent Non-Executive Director,,2024-03-21,D,0700.HK
27,4599,,,,Stone (Ian Charles),Independent Non-Executive Director,,2024-03-20,D,0700.HK
28,4057,,,,Yang (Siu Shun),Independent Non-Executive Director,,2024-03-20,D,0700.HK
29,1623,,,,Ke (Yang),Independent Non-Executive Director,,2024-03-20,D,0700.HK
30,2300,,,,Li (Dong Sheng Thomas),Independent Non-Executive Director,,2024-03-20,D,0700.HK
31,12000,497821.0,,Sale at price 41.49 per share.,Yang (Siu Shun),Independent Non-Executive Director,,2023-11-16,D,0700.HK
32,1619,,,,Ke (Yang),Independent Non-Executive Director,,2023-08-23,D,0700.HK
33,1678,,,,Zhang (Xiulan),Independent Non-Executive Director,,2023-08-18,D,0700.HK
34,20000,830204.0,,Sale at price 41.51 per share.,Yang (Siu Shun),Independent Non-Executive Director,,2023-08-17,D,0700.HK
0,23439750,,,,Tung (Ching Sai),Chief Executive Officer,,2024-10-16,D,0868.HK
1,3082257,,,,Tung (Ching Bor),Vice Chairman,,2024-10-16,D,0868.HK
2,5589191,,,,Li (Ching Wai),Director (Non-Executive),,2024-10-16,D,0868.HK
3,42591889,,,,Lee (Yin Yee),Chairman of the Board,,2024-10-16,D,0868.HK
4,3766625,,,,Li (Ching Leung),Director (Non-Executive),,2024-10-16,D,0868.HK
5,1375000,1585100.0,,Acquisition at price 1.15 per share.,Tung (Ching Sai),Chief Executive Officer,,2023-11-30,D,0868.HK
6,349000,396917.0,,Acquisition at price 1.14 per share.,Tung (Ching Sai),Chief Executive Officer,,2023-11-29,D,0868.HK
7,303000,345692.0,,Acquisition at price 1.14 per share.,Tung (Ching Bor),Vice Chairman,,2023-11-10,D,0868.HK
8,1000000,1163700.0,,Acquisition at price 1.16 per share.,Tung (Ching Sai),Chief Executive Officer,,2023-11-07,D,0868.HK
9,440000,520696.0,,Acquisition at price 1.18 per share.,Tung (Ching Sai),Chief Executive Officer,,2023-10-20,D,0868.HK
10,800000,960640.0,,Acquisition at price 1.20 per share.,Tung (Ching Sai),Chief Executive Officer,,2023-10-19,D,0868.HK
11,11617371,,,,Tung (Ching Sai),Chief Executive Officer,,2023-10-10,D,0868.HK
12,1301753,,,,Sze (Nang Sze),Director (Non-Executive),,2023-10-10,D,0868.HK
13,8549330,,,,Tung (Ching Bor),Vice Chairman,,2023-10-10,D,0868.HK
14,17967925,,,,Lee (Yin Yee),Chairman of the Board,,2023-10-10,D,0868.HK
15,500000,603600.0,,Acquisition at price 1.21 per share.,Tung (Ching Sai),Chief Executive Officer,,2023-10-09,D,0868.HK
16,50000,61310.0,,Acquisition at price 1.23 per share.,Tung (Ching Sai),Chief Executive Officer,,2023-10-04,D,0868.HK
17,2000000,2593400.0,,Acquisition at price 1.30 per share.,Tung (Ching Sai),Chief Executive Officer,,2023-09-26,D,0868.HK
18,1000000,1349500.0,,Acquisition at price 1.35 per share.,Tung (Ching Sai),Chief Executive Officer,,2023-09-25,D,0868.HK
19,43000,59795.0,,Acquisition at price 1.39 per share.,Tung (Ching Bor),Vice Chairman,,2023-08-21,D,0868.HK
20,241000,348437.0,,Acquisition at price 1.45 per share.,Tung (Ching Bor),Vice Chairman,,2023-08-17,D,0868.HK
21,218000,315947.0,,Acquisition at price 1.45 per share.,Tung (Ching Bor),Vice Chairman,,2023-08-16,D,0868.HK
22,594000,864032.0,,Acquisition at price 1.45 per share.,Tung (Ching Bor),Vice Chairman,,2023-08-15,D,0868.HK
23,369000,522909.0,,Acquisition at price 1.42 per share.,Tung (Ching Bor),Vice Chairman,,2023-08-14,D,0868.HK
24,390000,568932.0,,Acquisition at price 1.46 per share.,Tung (Ching Bor),Vice Chairman,,2023-08-11,D,0868.HK
25,812000,1189498.0,,Acquisition at price 1.46 per share.,Tung (Ching Sai),Chief Executive Officer,,2023-08-11,D,0868.HK
26,760000,1174428.0,,Acquisition at price 1.55 per share.,Tung (Ching Sai),Chief Executive Officer,,2023-08-08,D,0868.HK
